epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
9,108.823,1.33238,1.15434,0.94495,0.01292,1,0.80985,0.41718,1.40343,3.33783,0.91477,0.0742188,0.000218816,0.000218816
10,119.044,1.32841,1.12947,0.9391,0.01264,0.97849,0.76639,0.41105,1.37663,3.35405,0.91348,0.0712383,0.000238322,0.000238322
11,129.097,1.37805,1.0821,0.94003,0.01292,1,0.73551,0.42349,1.36178,3.35808,0.91579,0.0682566,0.00025664,0.00025664
12,139.297,1.39017,1.0743,1.03631,0.013,1,0.7654,0.46048,1.31964,3.33652,0.91621,0.0652738,0.00027377,0.00027377
13,148.804,1.25376,1.05328,0.95657,0.01728,1,0.90065,0.56826,1.29306,3.24513,0.89764,0.0622897,0.000289712,0.000289712
14,158.91,1.36022,1.00336,0.9276,0.07346,1,0.94473,0.60477,1.27809,3.11288,0.89005,0.0593045,0.000304466,0.000304466
15,168.41,1.31206,0.9258,0.92209,0.07346,1,0.94473,0.60477,1.27809,3.11288,0.89005,0.056318,0.000318032,0.000318032
16,177.887,1.4353,1.01317,0.95542,0.17782,1,0.96232,0.61026,1.26934,2.96312,0.87612,0.0533304,0.00033041,0.00033041
17,187.979,1.20443,0.89911,0.92672,0.23134,1,0.98355,0.60036,1.27571,2.84245,0.87144,0.0503416,0.0003416,0.0003416
18,198.414,1.28123,1.00134,0.87962,0.23134,1,0.98355,0.60036,1.27571,2.84245,0.87144,0.0473516,0.000351602,0.000351602
19,208.781,1.24644,0.90045,0.94206,0.26801,1,0.97738,0.58907,1.34783,2.7685,0.87987,0.0443604,0.000360416,0.000360416
20,219.138,1.21886,0.85639,0.95749,0.33574,1,0.97857,0.60046,1.36494,2.678,0.88006,0.041368,0.000368042,0.000368042
21,229.12,1.12956,0.88485,0.8937,0.33574,1,0.97857,0.60046,1.36494,2.678,0.88006,0.0383745,0.00037448,0.00037448
22,239.058,1.36592,0.894,0.91893,0.35907,1,0.9839,0.61444,1.35816,2.50173,0.88078,0.0353797,0.00037973,0.00037973
23,248.723,1.23947,0.87292,0.90851,0.35907,1,0.9839,0.61444,1.35816,2.50173,0.88078,0.0323838,0.000383792,0.000383792
24,259.102,1.19043,0.80572,0.88853,1,0.55214,0.995,0.60758,1.39037,2.14834,0.89156,0.0293867,0.000386666,0.000386666
25,269.904,1.2058,0.80356,0.92307,1,0.55214,0.995,0.60758,1.39037,2.14834,0.89156,0.0263884,0.000388352,0.000388352
26,280.377,1.29994,0.79034,0.92135,1,0.7939,0.995,0.64457,1.32438,1.76435,0.88056,0.0233889,0.00038885,0.00038885
27,290.686,1.21259,0.87839,0.89546,1,0.7939,0.995,0.64457,1.32438,1.76435,0.88056,0.0203882,0.00038816,0.00038816
28,300.752,1.24887,0.78334,0.97951,1,0.92149,0.995,0.67095,1.25069,1.48127,0.86555,0.0173863,0.000386282,0.000386282
29,310.774,1.16113,0.76595,0.90684,1,0.92149,0.995,0.67095,1.25069,1.48127,0.86555,0.0143832,0.000383216,0.000383216
30,321.093,1.18718,0.80189,0.92374,1,0.92149,0.995,0.67095,1.25069,1.48127,0.86555,0.011379,0.000378962,0.000378962
31,331.615,1.20865,0.74698,0.90153,1,0.98298,0.995,0.66286,1.24993,1.31186,0.86622,0.00837352,0.00037352,0.00037352
32,343.074,1.10785,0.73931,0.89854,1,0.98298,0.995,0.66286,1.24993,1.31186,0.86622,0.00536689,0.00036689,0.00036689
33,352.651,1.08939,0.73267,0.90135,0.99779,1,0.995,0.65689,1.23583,1.23043,0.86552,0.00235907,0.000359072,0.000359072
34,362.799,1.30835,0.77293,0.92203,0.99779,1,0.995,0.65689,1.23583,1.23043,0.86552,0.0003466,0.0003466,0.0003466
35,372.442,1.12252,0.754,0.88723,0.99779,1,0.995,0.65689,1.23583,1.23043,0.86552,0.0003268,0.0003268,0.0003268
36,382.164,1.13801,0.73993,0.90132,0.99415,1,0.995,0.66916,1.18699,1.10782,0.86136,0.000307,0.000307,0.000307
37,391.768,1.14069,0.71588,0.89358,0.99415,1,0.995,0.66916,1.18699,1.10782,0.86136,0.0002872,0.0002872,0.0002872
38,401.972,1.10249,0.72809,0.93203,0.99415,1,0.995,0.66916,1.18699,1.10782,0.86136,0.0002674,0.0002674,0.0002674
39,412.754,1.21124,0.74407,0.947,0.99411,1,0.995,0.68431,1.1757,0.97362,0.86214,0.0002476,0.0002476,0.0002476
40,422.68,1.28684,0.77313,0.92801,0.99411,1,0.995,0.68431,1.1757,0.97362,0.86214,0.0002278,0.0002278,0.0002278
41,432.5,1.15277,0.80691,0.87761,0.99553,1,0.995,0.67431,1.17715,0.88917,0.86383,0.000208,0.000208,0.000208
42,441.848,1.14963,0.73817,0.94619,0.99553,1,0.995,0.67431,1.17715,0.88917,0.86383,0.0001882,0.0001882,0.0001882
43,451.159,1.14431,0.76678,0.92986,0.99553,1,0.995,0.67431,1.17715,0.88917,0.86383,0.0001684,0.0001684,0.0001684
44,460.435,1.24928,0.75196,0.93502,0.99715,1,0.995,0.67454,1.1761,0.82952,0.86259,0.0001486,0.0001486,0.0001486
45,470.456,1.16916,0.80103,0.97614,0.99715,1,0.995,0.67454,1.1761,0.82952,0.86259,0.0001288,0.0001288,0.0001288
46,480.148,1.09748,0.75444,0.9339,0.99715,1,0.995,0.67454,1.1761,0.82952,0.86259,0.000109,0.000109,0.000109
47,489.489,1.17098,0.73192,0.91288,0.99743,1,0.995,0.67555,1.16965,0.78823,0.86086,8.92e-05,8.92e-05,8.92e-05
48,498.923,1.2104,0.76285,0.98206,0.99743,1,0.995,0.67555,1.16965,0.78823,0.86086,6.94e-05,6.94e-05,6.94e-05
49,507.879,1.14764,0.72896,0.9241,0.99759,1,0.995,0.68061,1.16129,0.75527,0.85853,4.96e-05,4.96e-05,4.96e-05
50,517.228,1.14177,0.69649,0.91803,0.99759,1,0.995,0.68061,1.16129,0.75527,0.85853,2.98e-05,2.98e-05,2.98e-05
